Page URL,Page title,Outcome,Impact,Code snippet,Selector,Remediation,Manual,Rule iD,Help,Description,Help URL,Standard,WCAG 2 Success Criteria,Section 508 Paragraph,Tags,Date,Axe-core
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Failed,Serious,"<a href=""desktops.php""><img src=""images/site/small174-2.jpg""></a>","li:nth-child(2) > a[href$=""desktops\.php""]","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute",false,link-name,Links must have discernible text,Ensures links have discernible text,https://dequeuniversity.com/rules/axe-devtools/4.1/link-name?application=axe-devtools-maven,WCAG 2.0 Level A,"4.1.2 Name, Role, Value, 2.4.4 Link Purpose (In Context)",Paragraph A - Equivalent alternatives for non-text elements,"cat.name-role-value, wcag2a, wcag412, wcag244, section508, section508.22.a, ACT",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Failed,Serious,"<a href=""laptopsandnotebooks.php""><img src=""images/site/small174-3.jpg""></a>","li:nth-child(3) > a[href$=""laptopsandnotebooks\.php""]","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute",false,link-name,Links must have discernible text,Ensures links have discernible text,https://dequeuniversity.com/rules/axe-devtools/4.1/link-name?application=axe-devtools-maven,WCAG 2.0 Level A,"4.1.2 Name, Role, Value, 2.4.4 Link Purpose (In Context)",Paragraph A - Equivalent alternatives for non-text elements,"cat.name-role-value, wcag2a, wcag412, wcag244, section508, section508.22.a, ACT",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Failed,Serious,"<a href=""laptopsandnotebooks.php""><img src=""images/site/small174-4.jpg"" ""=""""></a>","li:nth-child(4) > a[href$=""laptopsandnotebooks\.php""]","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute",false,link-name,Links must have discernible text,Ensures links have discernible text,https://dequeuniversity.com/rules/axe-devtools/4.1/link-name?application=axe-devtools-maven,WCAG 2.0 Level A,"4.1.2 Name, Role, Value, 2.4.4 Link Purpose (In Context)",Paragraph A - Equivalent alternatives for non-text elements,"cat.name-role-value, wcag2a, wcag412, wcag244, section508, section508.22.a, ACT",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Failed,Serious,"<a href=""laptopsandnotebooks.php""><img src=""images/site/small174-5.jpg""></a>",".last > a[href$=""laptopsandnotebooks\.php""]","Fix all of the following:
  Element is in tab order and does not have accessible text

Fix any of the following:
  Element does not have text that is visible to screen readers
  aria-label attribute does not exist or is empty
  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty
  Element has no title attribute",false,link-name,Links must have discernible text,Ensures links have discernible text,https://dequeuniversity.com/rules/axe-devtools/4.1/link-name?application=axe-devtools-maven,WCAG 2.0 Level A,"4.1.2 Name, Role, Value, 2.4.4 Link Purpose (In Context)",Paragraph A - Equivalent alternatives for non-text elements,"cat.name-role-value, wcag2a, wcag412, wcag244, section508, section508.22.a, ACT",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Failed,Serious,<p>Gef�lscht CompuTech</p>,#header > .fl_left > p,"Fix any of the following:
  Element has insufficient color contrast of 4.47 (foreground color: #777777, background color: #ffffff, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1",false,color-contrast,Elements must have sufficient color contrast,Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds,https://dequeuniversity.com/rules/axe-devtools/4.1/color-contrast?application=axe-devtools-maven,WCAG 2.0 Level AA,1.4.3 Contrast (Minimum),,"cat.color, wcag2aa, wcag143",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Failed,Serious,<p>Tel: 703-555-1212 | Mail: info@deque.com</p>,#topbar > .fl_left > p,"Fix any of the following:
  Element has insufficient color contrast of 4.47 (foreground color: #777777, background color: #ffffff, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1",false,color-contrast,Elements must have sufficient color contrast,Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds,https://dequeuniversity.com/rules/axe-devtools/4.1/color-contrast?application=axe-devtools-maven,WCAG 2.0 Level AA,1.4.3 Contrast (Minimum),,"cat.color, wcag2aa, wcag143",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Failed,Serious,<h2>Parts and Supplies</h2>,li:nth-child(1) > h2,"Fix any of the following:
  Element has insufficient color contrast of 4.47 (foreground color: #777777, background color: #ffffff, font size: 15.0pt (20px), font weight: normal). Expected contrast ratio of 4.5:1",false,color-contrast,Elements must have sufficient color contrast,Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds,https://dequeuniversity.com/rules/axe-devtools/4.1/color-contrast?application=axe-devtools-maven,WCAG 2.0 Level AA,1.4.3 Contrast (Minimum),,"cat.color, wcag2aa, wcag143",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Failed,Serious,"<p>We sell parts and supplies for every computer we sell and even some that we don't.  If we don't have a part, it doesn't exist. If it does exist and we don't have it, we'll get it.  If we can't get it, we'll steal it. That's how we roll.</p>",li:nth-child(1) > p:nth-child(3),"Fix any of the following:
  Element has insufficient color contrast of 4.47 (foreground color: #777777, background color: #ffffff, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1",false,color-contrast,Elements must have sufficient color contrast,Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds,https://dequeuniversity.com/rules/axe-devtools/4.1/color-contrast?application=axe-devtools-maven,WCAG 2.0 Level AA,1.4.3 Contrast (Minimum),,"cat.color, wcag2aa, wcag143",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Failed,Serious,<h2>Visit our Brick &amp; Mortar Store</h2>,li:nth-child(2) > h2,"Fix any of the following:
  Element has insufficient color contrast of 4.47 (foreground color: #777777, background color: #ffffff, font size: 15.0pt (20px), font weight: normal). Expected contrast ratio of 4.5:1",false,color-contrast,Elements must have sufficient color contrast,Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds,https://dequeuniversity.com/rules/axe-devtools/4.1/color-contrast?application=axe-devtools-maven,WCAG 2.0 Level AA,1.4.3 Contrast (Minimum),,"cat.color, wcag2aa, wcag143",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Failed,Serious,<p>,li:nth-child(2) > p:nth-child(3),"Fix any of the following:
  Element has insufficient color contrast of 4.47 (foreground color: #777777, background color: #ffffff, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1",false,color-contrast,Elements must have sufficient color contrast,Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds,https://dequeuniversity.com/rules/axe-devtools/4.1/color-contrast?application=axe-devtools-maven,WCAG 2.0 Level AA,1.4.3 Contrast (Minimum),,"cat.color, wcag2aa, wcag143",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Failed,Serious,<h2>In Home Computer Service</h2>,ul > .last > h2,"Fix any of the following:
  Element has insufficient color contrast of 4.47 (foreground color: #777777, background color: #ffffff, font size: 15.0pt (20px), font weight: normal). Expected contrast ratio of 4.5:1",false,color-contrast,Elements must have sufficient color contrast,Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds,https://dequeuniversity.com/rules/axe-devtools/4.1/color-contrast?application=axe-devtools-maven,WCAG 2.0 Level AA,1.4.3 Contrast (Minimum),,"cat.color, wcag2aa, wcag143",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Failed,Serious,<p>You don't like our place?  Then we'll come to your place. We can fix your stuff in your home for a sizeable surcharge. We'll get there at a time that is incredibly inconvenient to you and come unprepared for the task at hand. You'll tell all your friends what great service you received!</p>,.last > p:nth-child(3),"Fix any of the following:
  Element has insufficient color contrast of 4.47 (foreground color: #777777, background color: #ffffff, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1",false,color-contrast,Elements must have sufficient color contrast,Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds,https://dequeuniversity.com/rules/axe-devtools/4.1/color-contrast?application=axe-devtools-maven,WCAG 2.0 Level AA,1.4.3 Contrast (Minimum),,"cat.color, wcag2aa, wcag143",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Failed,Serious,<h2>Laptops &amp; Notebooks</h2>,.footbox:nth-child(1) > h2,"Fix any of the following:
  Element has insufficient color contrast of 2.84 (foreground color: #999999, background color: #ffffff, font size: 13.5pt (18px), font weight: normal). Expected contrast ratio of 4.5:1",false,color-contrast,Elements must have sufficient color contrast,Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds,https://dequeuniversity.com/rules/axe-devtools/4.1/color-contrast?application=axe-devtools-maven,WCAG 2.0 Level AA,1.4.3 Contrast (Minimum),,"cat.color, wcag2aa, wcag143",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Failed,Serious,<h2>Desktops</h2>,.footbox:nth-child(2) > h2,"Fix any of the following:
  Element has insufficient color contrast of 2.84 (foreground color: #999999, background color: #ffffff, font size: 13.5pt (18px), font weight: normal). Expected contrast ratio of 4.5:1",false,color-contrast,Elements must have sufficient color contrast,Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds,https://dequeuniversity.com/rules/axe-devtools/4.1/color-contrast?application=axe-devtools-maven,WCAG 2.0 Level AA,1.4.3 Contrast (Minimum),,"cat.color, wcag2aa, wcag143",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Failed,Serious,<h2>Test Course Materials</h2>,.footbox:nth-child(3) > h2,"Fix any of the following:
  Element has insufficient color contrast of 2.84 (foreground color: #999999, background color: #ffffff, font size: 13.5pt (18px), font weight: normal). Expected contrast ratio of 4.5:1",false,color-contrast,Elements must have sufficient color contrast,Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds,https://dequeuniversity.com/rules/axe-devtools/4.1/color-contrast?application=axe-devtools-maven,WCAG 2.0 Level AA,1.4.3 Contrast (Minimum),,"cat.color, wcag2aa, wcag143",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Failed,Serious,<h2>Cart</h2>,.footbox:nth-child(4) > h2,"Fix any of the following:
  Element has insufficient color contrast of 2.84 (foreground color: #999999, background color: #ffffff, font size: 13.5pt (18px), font weight: normal). Expected contrast ratio of 4.5:1",false,color-contrast,Elements must have sufficient color contrast,Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds,https://dequeuniversity.com/rules/axe-devtools/4.1/color-contrast?application=axe-devtools-maven,WCAG 2.0 Level AA,1.4.3 Contrast (Minimum),,"cat.color, wcag2aa, wcag143",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Failed,Serious,<h2>Support</h2>,.last.footbox > h2,"Fix any of the following:
  Element has insufficient color contrast of 2.84 (foreground color: #999999, background color: #ffffff, font size: 13.5pt (18px), font weight: normal). Expected contrast ratio of 4.5:1",false,color-contrast,Elements must have sufficient color contrast,Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds,https://dequeuniversity.com/rules/axe-devtools/4.1/color-contrast?application=axe-devtools-maven,WCAG 2.0 Level AA,1.4.3 Contrast (Minimum),,"cat.color, wcag2aa, wcag143",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Inapplicable,,,,,false,area-alt,Active <area> elements must have alternate text,Ensures <area> elements of image maps have alternate text,https://dequeuniversity.com/rules/axe-devtools/4.1/area-alt?application=axe-devtools-maven,WCAG 2.0 Level A,"1.1.1 Non-text Content, 2.4.4 Link Purpose (In Context), 4.1.2 Name, Role, Value",Paragraph A - Equivalent alternatives for non-text elements,"cat.text-alternatives, wcag2a, wcag111, wcag244, wcag412, section508, section508.22.a, ACT",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Inapplicable,,,,,false,aria-allowed-attr,Elements must only use allowed ARIA attributes,Ensures ARIA attributes are allowed for an element's role,https://dequeuniversity.com/rules/axe-devtools/4.1/aria-allowed-attr?application=axe-devtools-maven,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",,"cat.aria, wcag2a, wcag412",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Inapplicable,,,,,false,aria-command-name,ARIA commands must have an accessible name,"Ensures every ARIA button, link and menuitem has an accessible name",https://dequeuniversity.com/rules/axe-devtools/4.1/aria-command-name?application=axe-devtools-maven,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",,"cat.aria, wcag2a, wcag412",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Inapplicable,,,,,false,aria-hidden-focus,ARIA hidden element must not contain focusable elements,Ensures aria-hidden elements do not contain focusable elements,https://dequeuniversity.com/rules/axe-devtools/4.1/aria-hidden-focus?application=axe-devtools-maven,WCAG 2.0 Level A,"4.1.2 Name, Role, Value, 1.3.1 Info and Relationships",,"cat.name-role-value, wcag2a, wcag412, wcag131",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Inapplicable,,,,,false,aria-input-field-name,ARIA input fields must have an accessible name,Ensures every ARIA input field has an accessible name,https://dequeuniversity.com/rules/axe-devtools/4.1/aria-input-field-name?application=axe-devtools-maven,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",,"cat.aria, wcag2a, wcag412, ACT",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Inapplicable,,,,,false,aria-meter-name,ARIA meter nodes must have an accessible name,Ensures every ARIA meter node has an accessible name,https://dequeuniversity.com/rules/axe-devtools/4.1/aria-meter-name?application=axe-devtools-maven,WCAG 2.0 Level A,1.1.1 Non-text Content,,"cat.aria, wcag2a, wcag111",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Inapplicable,,,,,false,aria-progressbar-name,ARIA progressbar nodes must have an accessible name,Ensures every ARIA progressbar node has an accessible name,https://dequeuniversity.com/rules/axe-devtools/4.1/aria-progressbar-name?application=axe-devtools-maven,WCAG 2.0 Level A,1.1.1 Non-text Content,,"cat.aria, wcag2a, wcag111",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Inapplicable,,,,,false,aria-required-attr,Required ARIA attributes must be provided,Ensures elements with ARIA roles have all required ARIA attributes,https://dequeuniversity.com/rules/axe-devtools/4.1/aria-required-attr?application=axe-devtools-maven,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",,"cat.aria, wcag2a, wcag412",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Inapplicable,,,,,false,aria-required-children,Certain ARIA roles must contain particular children,Ensures elements with an ARIA role that require child roles contain them,https://dequeuniversity.com/rules/axe-devtools/4.1/aria-required-children?application=axe-devtools-maven,WCAG 2.0 Level A,1.3.1 Info and Relationships,,"cat.aria, wcag2a, wcag131",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Inapplicable,,,,,false,aria-required-parent,Certain ARIA roles must be contained by particular parents,Ensures elements with an ARIA role that require parent roles are contained by them,https://dequeuniversity.com/rules/axe-devtools/4.1/aria-required-parent?application=axe-devtools-maven,WCAG 2.0 Level A,1.3.1 Info and Relationships,,"cat.aria, wcag2a, wcag131",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Inapplicable,,,,,false,aria-roledescription,Use aria-roledescription on elements with a semantic role,Ensure aria-roledescription is only used on elements with an implicit or explicit role,https://dequeuniversity.com/rules/axe-devtools/4.1/aria-roledescription?application=axe-devtools-maven,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",,"cat.aria, wcag2a, wcag412",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Inapplicable,,,,,false,aria-roles,ARIA roles used must conform to valid values,Ensures all elements with a role attribute use a valid value,https://dequeuniversity.com/rules/axe-devtools/4.1/aria-roles?application=axe-devtools-maven,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",,"cat.aria, wcag2a, wcag412",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Inapplicable,,,,,false,aria-toggle-field-name,ARIA toggle fields have an accessible name,Ensures every ARIA toggle field has an accessible name,https://dequeuniversity.com/rules/axe-devtools/4.1/aria-toggle-field-name?application=axe-devtools-maven,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",,"cat.aria, wcag2a, wcag412, ACT",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Inapplicable,,,,,false,aria-tooltip-name,ARIA tooltip nodes must have an accessible name,Ensures every ARIA tooltip node has an accessible name,https://dequeuniversity.com/rules/axe-devtools/4.1/aria-tooltip-name?application=axe-devtools-maven,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",,"cat.aria, wcag2a, wcag412",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Inapplicable,,,,,false,aria-valid-attr,ARIA attributes must conform to valid names,Ensures attributes that begin with aria- are valid ARIA attributes,https://dequeuniversity.com/rules/axe-devtools/4.1/aria-valid-attr?application=axe-devtools-maven,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",,"cat.aria, wcag2a, wcag412",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Inapplicable,,,,,false,aria-valid-attr-value,ARIA attributes must conform to valid values,Ensures all ARIA attributes have valid values,https://dequeuniversity.com/rules/axe-devtools/4.1/aria-valid-attr-value?application=axe-devtools-maven,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",,"cat.aria, wcag2a, wcag412",2022-08-03T04:08:53.357Z,4.1.1
http://abcdcomputech.dequecloud.com/,axe-run.ABC,Inapplicable,,,,,false,audio-caption,<audio> elements must have a captions track,Ensures <audio> elements have captions,https://dequeuniversity.com/rules/axe-devtools/4.1/audio-caption?application=axe-devtools-maven,WCAG 2.0 Level A,1.2.1 Audio-only and Video-only (Prerecorded),Paragraph A - Equivalent alternatives for non-text elements,"cat.time-and-media, wcag2a, wcag121, section508, section508.22.a",2022-08-03T04:08:53.357Z,4.1.1
